Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated "
04/03/2022,04/04/2022,Jamaica Bay,JA,5609.15,2270000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
04/03/2022,04/04/2022,Newtown Creek,NC,8680.57,5170000.00,,1156473
04/03/2022,04/04/2022,North River,NR,9791.09,5350000.00,,658596
04/03/2022,04/04/2022,Oakwood Beach,OB,2847.79,1110000.00,,258731
04/03/2022,04/04/2022,Owls Head,OH,8741.89,3400000.00,,906442
04/03/2022,04/04/2022,Port Richmond,PR,8380.67,3790000.00,,226167
04/03/2022,04/04/2022,Red Hook,RH,10108.36,4270000.00,,224029
04/03/2022,04/04/2022,Rockaway,RK,981.70,555000.00,,120539
04/03/2022,04/04/2022,Tallman Island,TI,4032.51,2070000.00,,449907
04/03/2022,04/04/2022,Wards Island,WI,8892.95,5210000.00,,1201485
04/05/2022,04/06/2022,26th Ward,26W,5263.66,3700000.00,,290608
04/05/2022,04/06/2022,Bowery Bay,BB,10415.26,4600000.00,,924695
04/05/2022,04/06/2022,Coney Island,CI,9113.17,3940000.00,,682342
04/05/2022,04/06/2022,Hunts Point,HP,2720.23,1910000.00,,755948
04/05/2022,04/06/2022,Jamaica Bay,JA,5436.60,2230000.00,,748737
04/05/2022,04/06/2022,Newtown Creek,NC,4241.30,2850000.00,,1156473
04/05/2022,04/06/2022,North River,NR,11915.88,7190000.00,,658596
04/05/2022,04/06/2022,Oakwood Beach,OB,6466.16,2460000.00,,258731
04/05/2022,04/06/2022,Owls Head,OH,7334.71,3280000.00,,906442
04/05/2022,04/06/2022,Port Richmond,PR,7524.21,3780000.00,,226167
04/05/2022,04/06/2022,Red Hook,RH,15399.63,8070000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
04/05/2022,04/06/2022,Rockaway,RK,3455.73,1950000.00,,120539
04/05/2022,04/06/2022,Tallman Island,TI,7730.85,3770000.00,,449907
04/05/2022,04/06/2022,Wards Island,WI,6580.18,3550000.00,,1201485
04/10/2022,04/11/2022,26th Ward,26W,5701.55,3710000.00,,290608
04/10/2022,04/11/2022,Bowery Bay,BB,7015.04,2580000.00,,924695
04/10/2022,04/11/2022,Coney Island,CI,7776.13,3280000.00,,682342
04/10/2022,04/11/2022,Hunts Point,HP,829.42,544000.00,,755948
04/10/2022,04/11/2022,Jamaica Bay,JA,5853.21,2280000.00,,748737
04/10/2022,04/11/2022,Newtown Creek,NC,13214.96,7350000.00,,1156473
04/10/2022,04/11/2022,North River,NR,3707.34,1920000.00,,658596
04/10/2022,04/11/2022,Oakwood Beach,OB,8455.72,3800000.00,,258731
04/10/2022,04/11/2022,Owls Head,OH,8950.36,3360000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
04/10/2022,04/11/2022,Port Richmond,PR,4968.30,2410000.00,,226167
04/10/2022,04/11/2022,Red Hook,RH,8794.65,3570000.00,,224029
04/10/2022,04/11/2022,Rockaway,RK,3253.21,1940000.00,,120539
04/10/2022,04/11/2022,Tallman Island,TI,5501.64,3240000.00,,449907
04/10/2022,04/11/2022,Wards Island,WI,2799.60,1910000.00,,1201485
04/12/2022,04/13/2022,26th Ward,26W,5460.54,3340000.00,,290608
04/12/2022,04/13/2022,Bowery Bay,BB,11378.84,4190000.00,,924695
04/12/2022,04/13/2022,Coney Island,CI,7188.88,2790000.00,,682342
04/12/2022,04/13/2022,Hunts Point,HP,2720.27,1620000.00,,755948
04/12/2022,04/13/2022,Jamaica Bay,JA,9382.33,3510000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
04/12/2022,04/13/2022,Newtown Creek,NC,8808.52,5050000.00,,1156473
04/12/2022,04/13/2022,North River,NR,10741.64,5740000.00,,658596
04/12/2022,04/13/2022,Oakwood Beach,OB,3681.50,1530000.00,,258731
04/12/2022,04/13/2022,Owls Head,OH,5733.12,2110000.00,,906442
04/12/2022,04/13/2022,Port Richmond,PR,7525.16,3400000.00,,226167
04/12/2022,04/13/2022,Red Hook,RH,18149.96,7970000.00,,224029
04/12/2022,04/13/2022,Rockaway,RK,5759.64,3070000.00,,120539
04/12/2022,04/13/2022,Tallman Island,TI,16237.32,7510000.00,,449907
04/12/2022,04/13/2022,Wards Island,WI,7328.39,4200000.00,,1201485
04/17/2022,04/18/2022,26th Ward,26W,2898.17,1740000.00,,290608
04/17/2022,04/18/2022,Bowery Bay,BB,6642.26,2310000.00,,924695
04/17/2022,04/18/2022,Coney Island,CI,5796.21,2190000.00,,682342
04/17/2022,04/18/2022,Hunts Point,HP,3882.84,2310000.00,,755948
04/17/2022,04/18/2022,Jamaica Bay,JA,11821.05,4420000.00,,748737
04/17/2022,04/18/2022,Newtown Creek,NC,14548.87,7710000.00,,1156473
04/17/2022,04/18/2022,North River,NR,11917.25,5890000.00,,658596
04/17/2022,04/18/2022,Oakwood Beach,OB,6791.96,2680000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731
04/17/2022,04/18/2022,Owls Head,OH,18506.35,6960000.00,,906442
04/17/2022,04/18/2022,Port Richmond,PR,11076.93,4450000.00,,226167
04/17/2022,04/18/2022,Red Hook,RH,37603.23,14000000.00,,224029
04/17/2022,04/18/2022,Rockaway,RK,6334.51,3780000.00,,120539
04/17/2022,04/18/2022,Tallman Island,TI,18006.77,8480000.00,,449907
04/17/2022,04/18/2022,Wards Island,WI,3616.86,2030000.00,,1201485
04/19/2022,04/20/2022,26th Ward,26W,2694.29,2880000.00,,290608
04/19/2022,04/20/2022,Bowery Bay,BB,6222.08,3360000.00,,924695
04/19/2022,04/20/2022,Coney Island,CI,4819.03,3290000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
04/19/2022,04/20/2022,Hunts Point,HP,3061.59,2390000.00,,755948
04/19/2022,04/20/2022,Jamaica Bay,JA,9903.93,4410000.00,,748737
04/19/2022,04/20/2022,Newtown Creek,NC,12456.41,9170000.00,,1156473
04/19/2022,04/20/2022,North River,NR,7050.16,5510000.00,,658596
04/19/2022,04/20/2022,Oakwood Beach,OB,7247.80,5010000.00,,258731
04/19/2022,04/20/2022,Owls Head,OH,6416.03,2630000.00,,906442
04/19/2022,04/20/2022,Port Richmond,PR,4327.84,3770000.00,,226167
04/19/2022,04/20/2022,Red Hook,RH,10296.12,5390000.00,,224029
04/19/2022,04/20/2022,Rockaway,RK,4113.18,2330000.00,,120539
04/19/2022,04/20/2022,Tallman Island,TI,6799.72,4520000.00,,449907
04/19/2022,04/20/2022,Wards Island,WI,3432.27,2810000.00,,1201485
04/24/2022,04/25/2022,26th Ward,26W,4402.71,2640000.00,,290608
04/24/2022,04/25/2022,Bowery Bay,BB,14153.74,5040000.00,,924695
04/24/2022,04/25/2022,Coney Island,CI,8430.07,3550000.00,,682342
04/24/2022,04/25/2022,Hunts Point,HP,5405.83,3360000.00,,755948
04/24/2022,04/25/2022,Jamaica Bay,JA,15621.93,6160000.00,,748737
04/24/2022,04/25/2022,Newtown Creek,NC,17010.10,9470000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
04/24/2022,04/25/2022,North River,NR,17742.58,9080000.00,,658596
04/24/2022,04/25/2022,Oakwood Beach,OB,5947.16,2660000.00,,258731
04/24/2022,04/25/2022,Owls Head,OH,25010.71,9610000.00,,906442
04/24/2022,04/25/2022,Port Richmond,PR,9718.62,5370000.00,,226167
04/24/2022,04/25/2022,Red Hook,RH,10511.34,4260000.00,,224029
04/24/2022,04/25/2022,Rockaway,RK,6857.20,3880000.00,,120539
04/24/2022,04/25/2022,Tallman Island,TI,29445.29,12100000.00,,449907
04/24/2022,04/25/2022,Wards Island,WI,3237.57,1880000.00,,1201485
04/26/2022,04/27/2022,26th Ward,26W,8246.39,4830000.00,,290608
04/26/2022,04/27/2022,Bowery Bay,BB,20412.74,7350000.00,,924695
04/26/2022,04/27/2022,Coney Island,CI,10328.08,4180000.00,,682342
04/26/2022,04/27/2022,Hunts Point,HP,5960.29,3550000.00,,755948
04/26/2022,04/27/2022,Jamaica Bay,JA,16960.41,6430000.00,,748737
04/26/2022,04/27/2022,Newtown Creek,NC,18924.02,11100000.00,,1156473
04/26/2022,04/27/2022,North River,NR,18072.37,9760000.00,,658596
04/26/2022,04/27/2022,Oakwood Beach,OB,15122.28,6480000.00,,258731
04/26/2022,04/27/2022,Owls Head,OH,21734.70,8620000.00,,906442
04/26/2022,04/27/2022,Port Richmond,PR,13473.59,6770000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,226167
04/26/2022,04/27/2022,Red Hook,RH,17546.62,7710000.00,,224029
04/26/2022,04/27/2022,Rockaway,RK,8297.47,4690000.00,,120539
04/26/2022,04/27/2022,Tallman Island,TI,10415.24,4470000.00,,449907
04/26/2022,04/27/2022,Wards Island,WI,8828.59,5120000.00,,1201485
05/01/2022,05/02/2022,26th Ward,26W,13070.24,7660000.00,,290608
05/01/2022,05/02/2022,Bowery Bay,BB,20376.99,7170000.00,,924695
05/01/2022,05/02/2022,Coney Island,CI,6417.68,2630000.00,,682342
05/01/2022,05/02/2022,Hunts Point,HP,9299.49,6100000.00,,755948
05/01/2022,05/02/2022,Jamaica Bay,JA,23457.89,9010000.00,,748737
05/01/2022,05/02/2022,Newtown Creek,NC,16870.09,9280000.00,,1156473
05/01/2022,05/02/2022,North River,NR,15451.22,7990000.00,,658596
05/01/2022,05/02/2022,Oakwood Beach,OB,17577.15,7250000.00,,258731
05/01/2022,05/02/2022,Owls Head,OH,21343.73,9000000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
05/01/2022,05/02/2022,Port Richmond,PR,16175.61,7850000.00,,226167
05/01/2022,05/02/2022,Red Hook,RH,20886.11,8820000.00,,224029
05/01/2022,05/02/2022,Rockaway,RK,9895.07,5900000.00,,120539
05/01/2022,05/02/2022,Tallman Island,TI,34597.51,15100000.00,,449907
05/01/2022,05/02/2022,Wards Island,WI,6662.75,3460000.00,,1201485
05/03/2022,05/04/2022,26th Ward,26W,16482.75,9660000.00,,290608
05/03/2022,05/04/2022,Bowery Bay,BB,19165.43,7060000.00,,924695
05/03/2022,05/04/2022,Coney Island,CI,15729.42,7770000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
05/03/2022,05/04/2022,Hunts Point,HP,7484.65,4420000.00,,755948
05/03/2022,05/04/2022,Jamaica Bay,JA,23536.27,8810000.00,,748737
05/03/2022,05/04/2022,Newtown Creek,NC,28594.04,16800000.00,,1156473
05/03/2022,05/04/2022,North River,NR,20853.00,10900000.00,,658596
05/03/2022,05/04/2022,Oakwood Beach,OB,16368.86,6470000.00,,258731
05/03/2022,05/04/2022,Owls Head,OH,48809.23,20000000.00,,906442
05/03/2022,05/04/2022,Port Richmond,PR,15604.62,6790000.00,,226167
05/03/2022,05/04/2022,Red Hook,RH,19385.40,10200000.00,,224029
05/03/2022,05/04/2022,Rockaway,RK,25550.95,14400000.00,,120539
05/03/2022,05/04/2022,Tallman Island,TI,40915.19,21000000.00,,449907
05/03/2022,05/04/2022,Wards Island,WI,11303.71,6130000.00,,1201485
05/08/2022,05/09/2022,26th Ward,26W,4344.08,2890000.00,,290608
05/08/2022,05/09/2022,Bowery Bay,BB,25946.96,10100000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
05/08/2022,05/09/2022,Coney Island,CI,4737.10,2210000.00,,682342
05/08/2022,05/09/2022,Hunts Point,HP,7055.29,4730000.00,,755948
05/08/2022,05/09/2022,Jamaica Bay,JA,22922.22,9160000.00,,748737
05/08/2022,05/09/2022,Newtown Creek,NC,17283.90,10200000.00,,1156473
05/08/2022,05/09/2022,North River,NR,22309.31,12100000.00,,658596
05/08/2022,05/09/2022,Oakwood Beach,OB,12408.45,6520000.00,,258731
05/08/2022,05/09/2022,Owls Head,OH,11808.05,4440000.00,,906442
05/08/2022,05/09/2022,Port Richmond,PR,13795.22,10200000.00,,226167
05/08/2022,05/09/2022,Red Hook,RH,19073.01,9020000.00,,224029
05/08/2022,05/09/2022,Rockaway,RK,4940.49,3410000.00,,120539
05/08/2022,05/09/2022,Tallman Island,TI,26161.40,17200000.00,,449907
05/08/2022,05/09/2022,Wards Island,WI,7265.19,4350000.00,,1201485
05/10/2022,05/11/2022,26th Ward,26W,10626.16,5670000.00,Lower PCR efficiency: 78%,290608
05/10/2022,05/11/2022,Bowery Bay,BB,34106.67,12300000.00,Lower PCR efficiency: 78%,924695
05/10/2022,05/11/2022,Coney Island,CI,9984.89,4430000.00,Lower PCR efficiency: 78%,682342
05/10/2022,05/11/2022,Hunts Point,HP,4215.00,2490000.00,Lower PCR efficiency: 78%,755948
05/10/2022,05/11/2022,Jamaica Bay,JA,19254.42,7400000.00,Lower PCR efficiency: 78%,748737
05/10/2022,05/11/2022,Newtown Creek,NC,24892.38,14600000.00,Lower PCR efficiency: 78%,1156473
05/10/2022,05/11/2022,North River,NR,22778.02,12400000.00,Lower PCR efficiency: 78%,658596
05/10/2022,05/11/2022,Oakwood Beach,OB,14545.62,6150000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731
05/10/2022,05/11/2022,Owls Head,OH,28467.17,10500000.00,Lower PCR efficiency: 78%,906442
05/10/2022,05/11/2022,Port Richmond,PR,12976.56,7170000.00,Lower PCR efficiency: 78%,226167
05/10/2022,05/11/2022,Red Hook,RH,20049.37,8470000.00,Lower PCR efficiency: 78%,224029
05/10/2022,05/11/2022,Rockaway,RK,11409.91,7520000.00,Lower PCR efficiency: 78%,120539
05/10/2022,05/11/2022,Tallman Island,TI,30224.94,15300000.00,Lower PCR efficiency: 78%,449907
05/10/2022,05/11/2022,Wards Island,WI,8054.70,4670000.00,Lower PCR efficiency: 78%,1201485
05/15/2022,05/16/2022,26th Ward,26W,7101.03,4160000.00,Lower PCR efficiency: 74%,290608
05/15/2022,05/16/2022,Bowery Bay,BB,26382.52,10600000.00,Lower PCR efficiency: 74%,924695
05/15/2022,05/16/2022,Coney Island,CI,18391.71,8060000.00,Lower PCR efficiency: 74%,682342
05/15/2022,05/16/2022,Hunts Point,HP,8381.37,4990000.00,Lower PCR efficiency: 74%,755948
05/15/2022,05/16/2022,Jamaica Bay,JA,16170.17,6380000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 74%,748737
05/15/2022,05/16/2022,Newtown Creek,NC,8009.04,4560000.00,Lower PCR efficiency: 74%,1156473
05/15/2022,05/16/2022,North River,NR,22315.55,12400000.00,Lower PCR efficiency: 74%,658596
05/15/2022,05/16/2022,Oakwood Beach,OB,7337.13,3440000.00,Lower PCR efficiency: 74%,258731
05/15/2022,05/16/2022,Owls Head,OH,12784.53,4970000.00,Lower PCR efficiency: 74%,906442
05/15/2022,05/16/2022,Port Richmond,PR,21096.21,12000000.00,Lower PCR efficiency: 74%,226167
05/15/2022,05/16/2022,Red Hook,RH,12018.00,5080000.00,Lower PCR efficiency: 74%,224029
05/15/2022,05/16/2022,Rockaway,RK,6974.31,4380000.00,Lower PCR efficiency: 74%,120539
05/15/2022,05/16/2022,Tallman Island,TI,36515.55,18100000.00,Lower PCR efficiency: 74%,449907
05/15/2022,05/16/2022,Wards Island,WI,7926.16,4420000.00,Lower PCR efficiency: 74%,1201485
05/17/2022,05/18/2022,26th Ward,26W,19758.80,11300000.00,Lower PCR efficiency: 79%,290608
05/17/2022,05/18/2022,Bowery Bay,BB,26801.38,10500000.00,Lower PCR efficiency: 79%,924695
05/17/2022,05/18/2022,Coney Island,CI,15985.87,6560000.00,Lower PCR efficiency: 79%,682342
05/17/2022,05/18/2022,Hunts Point,HP,15201.82,8600000.00,Lower PCR efficiency: 79%,755948
05/17/2022,05/18/2022,Jamaica Bay,JA,23054.14,10400000.00,Lower PCR efficiency: 79%,748737
05/17/2022,05/18/2022,Newtown Creek,NC,16794.63,9840000.00,Lower PCR efficiency: 79%,1156473
05/17/2022,05/18/2022,North River,NR,24202.84,13600000.00,Lower PCR efficiency: 79%,658596
05/17/2022,05/18/2022,Oakwood Beach,OB,16802.80,7380000.00,Lower PCR efficiency: 79%,258731
05/17/2022,05/18/2022,Owls Head,OH,31865.07,12600000.00,Lower PCR efficiency: 79%,906442
05/17/2022,05/18/2022,Port Richmond,PR,24175.65,12500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 79%,226167
05/17/2022,05/18/2022,Red Hook,RH,17144.08,7240000.00,Lower PCR efficiency: 79%,224029
05/17/2022,05/18/2022,Rockaway,RK,8804.26,5530000.00,Lower PCR efficiency: 79%,120539
05/17/2022,05/18/2022,Tallman Island,TI,20814.40,11600000.00,Lower PCR efficiency: 79%,449907
05/17/2022,05/18/2022,Wards Island,WI,11337.45,6290000.00,Lower PCR efficiency: 79%,1201485
05/22/2022,05/23/2022,26th Ward,26W,4354.00,2610000.00,Lower PCR efficiency: 78%,290608
05/22/2022,05/23/2022,Bowery Bay,BB,24917.00,9490000.00,Lower PCR efficiency: 78%,924695
05/22/2022,05/23/2022,Coney Island,CI,6928.00,3650000.00,Lower PCR efficiency: 78%,682342
05/22/2022,05/23/2022,Hunts Point,HP,4138.00,2650000.00,Lower PCR efficiency: 78%,755948
05/22/2022,05/23/2022,Jamaica Bay,JA,17403.00,6860000.00,Lower PCR efficiency: 78%,748737
05/22/2022,05/23/2022,Newtown Creek,NC,22409.00,12800000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 78%,1156473
05/22/2022,05/23/2022,North River,NR,19783.00,11300000.00,Lower PCR efficiency: 78%,658596
05/22/2022,05/23/2022,Oakwood Beach,OB,7373.00,3560000.00,Lower PCR efficiency: 78%,258731
05/22/2022,05/23/2022,Owls Head,OH,21227.00,8070000.00,Lower PCR efficiency: 78%,906442
05/22/2022,05/23/2022,Port Richmond,PR,18174.00,9430000.00,Lower PCR efficiency: 78%,226167
05/22/2022,05/23/2022,Red Hook,RH,9104.00,3850000.00,Lower PCR efficiency: 78%,224029
05/22/2022,05/23/2022,Rockaway,RK,18465.00,11600000.00,Lower PCR efficiency: 78%,120539
05/22/2022,05/23/2022,Tallman Island,TI,16957.00,9840000.00,Lower PCR efficiency: 78%,449907
05/22/2022,05/23/2022,Wards Island,WI,7822.00,5520000.00,Lower PCR efficiency: 78%,1201485
05/24/2022,05/25/2022,26th Ward,26W,10266.00,5750000.00,,290608
05/24/2022,05/25/2022,Bowery Bay,BB,22564.00,7940000.00,,924695
05/24/2022,05/25/2022,Coney Island,CI,13917.00,5640000.00,,682342
05/24/2022,05/25/2022,Hunts Point,HP,13413.00,7520000.00,,755948
05/24/2022,05/25/2022,Jamaica Bay,JA,30.00,11200.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",748737
05/24/2022,05/25/2022,Newtown Creek,NC,15742.00,8810000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
05/24/2022,05/25/2022,North River,NR,22047.00,12000000.00,,658596
05/24/2022,05/25/2022,Oakwood Beach,OB,14724.00,6530000.00,,258731
05/24/2022,05/25/2022,Owls Head,OH,22230.00,8260000.00,,906442
05/24/2022,05/25/2022,Port Richmond,PR,18705.00,9080000.00,,226167
05/24/2022,05/25/2022,Red Hook,RH,21076.00,8190000.00,,224029
05/24/2022,05/25/2022,Rockaway,RK,10349.00,6180000.00,,120539
05/24/2022,05/25/2022,Tallman Island,TI,26422.00,11300000.00,,449907
05/24/2022,05/25/2022,Wards Island,WI,10682.00,6060000.00,,1201485
05/31/2022,06/01/2022,26th Ward,26W,13403.00,7680000.00,,290608
05/31/2022,06/01/2022,Bowery Bay,BB,24925.00,8880000.00,,924695
05/31/2022,06/01/2022,Coney Island,CI,14463.00,5460000.00,,682342
05/31/2022,06/01/2022,Hunts Point,HP,7184.00,4390000.00,,755948
05/31/2022,06/01/2022,Jamaica Bay,JA,25430.00,9390000.00,,748737
05/31/2022,06/01/2022,Newtown Creek,NC,19673.00,11700000.00,,1156473
05/31/2022,06/01/2022,North River,NR,18304.00,11200000.00,,658596
05/31/2022,06/01/2022,Oakwood Beach,OB,15258.00,6320000.00,,258731
05/31/2022,06/01/2022,Owls Head,OH,24365.00,8950000.00,,906442
05/31/2022,06/01/2022,Port Richmond,PR,18082.00,7870000.00,,226167
05/31/2022,06/01/2022,Red Hook,RH,18224.00,7080000.00,,224029
05/31/2022,06/01/2022,Rockaway,RK,7096.00,4900000.00,,120539
05/31/2022,06/01/2022,Tallman Island,TI,19477.00,9180000.00,,449907
05/31/2022,06/01/2022,Wards Island,WI,8416.00,5860000.00,,1201485
06/05/2022,06/06/2022,26th Ward,26W,30712.00,16800000.00,,290608
06/05/2022,06/06/2022,Bowery Bay,BB,25573.00,9210000.00,,924695
06/05/2022,06/06/2022,Coney Island,CI,11427.00,4690000.00,,682342
06/05/2022,06/06/2022,Hunts Point,HP,3898.00,2380000.00,,755948
06/05/2022,06/06/2022,Jamaica Bay,JA,18629.00,7160000.00,,748737
06/05/2022,06/06/2022,Newtown Creek,NC,20021.00,10600000.00,,1156473
06/05/2022,06/06/2022,North River,NR,15539.00,8400000.00,,658596
06/05/2022,06/06/2022,Oakwood Beach,OB,11971.00,5310000.00,,258731
06/05/2022,06/06/2022,Owls Head,OH,25633.00,9210000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
06/05/2022,06/06/2022,Port Richmond,PR,12700.00,5740000.00,,226167
06/05/2022,06/06/2022,Red Hook,RH,12957.00,5250000.00,,224029
06/05/2022,06/06/2022,Rockaway,RK,4047.00,2540000.00,,120539
06/05/2022,06/06/2022,Tallman Island,TI,14530.00,7820000.00,,449907
06/05/2022,06/06/2022,Wards Island,WI,8807.00,4970000.00,,1201485
06/07/2022,06/08/2022,26th Ward,26W,11869.00,6800000.00,,290608
06/07/2022,06/08/2022,Bowery Bay,BB,23744.00,9330000.00,,924695
06/07/2022,06/08/2022,Coney Island,CI,12737.00,5370000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
06/07/2022,06/08/2022,Hunts Point,HP,8601.00,5130000.00,,755948
06/07/2022,06/08/2022,Jamaica Bay,JA,23151.00,8900000.00,,748737
06/07/2022,06/08/2022,Newtown Creek,NC,16995.00,10200000.00,,1156473
06/07/2022,06/08/2022,North River,NR,15117.00,9120000.00,,658596
06/07/2022,06/08/2022,Oakwood Beach,OB,10209.00,4330000.00,,258731
06/07/2022,06/08/2022,Owls Head,OH,16839.00,6610000.00,,906442
06/07/2022,06/08/2022,Port Richmond,PR,16096.00,7540000.00,,226167
06/07/2022,06/08/2022,Red Hook,RH,17674.00,7760000.00,,224029
06/07/2022,06/08/2022,Rockaway,RK,5829.00,3660000.00,,120539
06/07/2022,06/08/2022,Tallman Island,TI,31870.00,15800000.00,,449907
06/07/2022,06/08/2022,Wards Island,WI,14019.00,8260000.00,,1201485
06/12/2022,06/13/2022,26th Ward,26W,10660.00,6250000.00,,290608
06/12/2022,06/13/2022,Bowery Bay,BB,11064.00,4760000.00,,924695
06/12/2022,06/13/2022,Coney Island,CI,9083.00,4080000.00,,682342
06/12/2022,06/13/2022,Hunts Point,HP,4313.00,2630000.00,,755948
06/12/2022,06/13/2022,Jamaica Bay,JA,15482.00,6110000.00,,748737
06/12/2022,06/13/2022,Newtown Creek,NC,16025.00,9390000.00,,1156473
